InventoryID,SnapshotDateKey,WarehouseID,ProductID,OpeningStock,ReceivedStock,SoldStock,DamagedStock,ClosingStock,ReorderLevel,StockStatus
INV00004797,20260625,W000024,P000176,957,193,568,10,572,250,Healthy
INV00004798,20260625,W000024,P000177,1250,374,1063,10,551,250,Healthy
INV00004799,20260625,W000024,P000187,1073,73,374,3,769,250,Healthy
INV00004800,20260625,W000024,P000189,895,196,500,6,585,250,Healthy
INV00004801,20260625,W000024,P000188,1025,21,254,4,788,250,Healthy
INV00004802,20260625,W000024,P000195,812,34,268,6,572,250,Healthy
INV00004803,20260625,W000024,P000194,1382,99,723,2,756,250,Healthy
INV00004804,20260625,W000024,P000193,1237,280,884,4,629,250,Healthy
INV00004805,20260625,W000024,P000192,1015,0,270,2,743,250,Healthy
INV00004806,20260625,W000024,P000191,838,67,675,1,229,250,Low Stock
INV00004807,20260625,W000024,P000190,1024,239,421,10,832,250,Healthy
INV00004808,20260625,W000025,P000070,1305,58,353,10,1000,250,Healthy
INV00004809,20260625,W000025,P000071,1270,175,920,5,520,250,Healthy
INV00004810,20260625,W000025,P000072,1280,132,872,8,532,250,Healthy
INV00004811,20260625,W000025,P000067,1361,379,1025,10,705,250,Healthy
INV00004812,20260625,W000025,P000068,1480,167,868,2,777,250,Healthy
INV00004813,20260625,W000025,P000069,1483,349,1431,10,391,250,Medium Stock
INV00004814,20260625,W000025,P000079,1085,304,1073,3,313,250,Medium Stock
INV00004815,20260625,W000025,P000080,1031,11,652,7,383,250,Medium Stock
INV00004816,20260625,W000025,P000081,1078,168,770,4,472,250,Medium Stock
INV00004817,20260625,W000025,P000082,1310,370,750,0,930,250,Healthy
INV00004818,20260625,W000025,P000083,1405,153,1131,4,423,250,Medium Stock
INV00004819,20260625,W000025,P000084,909,75,764,3,217,250,Low Stock
INV00004820,20260625,W000025,P000076,1024,127,705,2,444,250,Medium Stock
INV00004821,20260625,W000025,P000077,900,258,602,6,550,250,Healthy
INV00004822,20260625,W000025,P000078,1209,214,864,5,554,250,Healthy
INV00004823,20260625,W000025,P000073,1106,41,477,2,668,250,Healthy
INV00004824,20260625,W000025,P000074,1438,246,1307,10,367,250,Medium Stock
INV00004825,20260625,W000025,P000075,867,160,263,6,758,250,Healthy
INV00004826,20260625,W000025,P000063,1215,221,444,6,986,250,Healthy
INV00004827,20260625,W000025,P000062,1284,15,600,5,694,250,Healthy
INV00004828,20260625,W000025,P000061,921,157,456,7,615,250,Healthy
INV00004829,20260625,W000025,P000066,1303,202,903,3,599,250,Healthy
INV00004830,20260625,W000025,P000065,1215,220,527,4,904,250,Healthy
INV00004831,20260625,W000025,P000064,1049,312,440,5,916,250,Healthy
INV00004832,20260625,W000025,P000060,963,167,833,6,291,250,Medium Stock
INV00004833,20260625,W000025,P000059,884,51,271,1,663,250,Healthy
INV00004834,20260625,W000025,P000058,808,38,445,6,395,250,Medium Stock
INV00004835,20260625,W000025,P000057,1304,47,984,10,357,250,Medium Stock
INV00004836,20260625,W000025,P000056,955,26,198,7,776,250,Healthy
INV00004837,20260625,W000025,P000055,981,16,335,4,658,250,Healthy
INV00004838,20260625,W000025,P000039,1175,347,1006,5,511,250,Healthy
INV00004839,20260625,W000025,P000038,1482,292,533,0,1241,250,Healthy
INV00004840,20260625,W000025,P000037,969,158,563,1,563,250,Healthy
INV00004841,20260625,W000025,P000042,839,149,281,0,707,250,Healthy
INV00004842,20260625,W000025,P000041,1429,0,1126,3,300,250,Medium Stock
INV00004843,20260625,W000025,P000040,974,200,736,1,437,250,Medium Stock
INV00004844,20260625,W000025,P000045,1073,303,573,9,794,250,Healthy
INV00004845,20260625,W000025,P000044,1338,36,901,4,469,250,Medium Stock
INV00004846,20260625,W000025,P000043,941,33,667,9,298,250,Medium Stock
INV00004847,20260625,W000025,P000048,1066,80,887,8,251,250,Medium Stock
INV00004848,20260625,W000025,P000047,898,254,851,3,298,250,Medium Stock
INV00004849,20260625,W000025,P000046,1090,16,623,5,478,250,Medium Stock
INV00004850,20260625,W000025,P000051,1480,83,1023,7,533,250,Healthy
INV00004851,20260625,W000025,P000050,1263,183,810,4,632,250,Healthy
INV00004852,20260625,W000025,P000049,1100,205,689,3,613,250,Healthy
INV00004853,20260625,W000025,P000054,1116,167,471,3,809,250,Healthy
INV00004854,20260625,W000025,P000053,1272,76,989,2,357,250,Medium Stock
INV00004855,20260625,W000025,P000052,837,20,231,9,617,250,Healthy
INV00004856,20260625,W000025,P000089,920,75,309,7,679,250,Healthy
INV00004857,20260625,W000025,P000090,929,76,276,4,725,250,Healthy
INV00004858,20260625,W000025,P000091,1140,163,853,3,447,250,Medium Stock
INV00004859,20260625,W000025,P000092,1293,222,722,1,792,250,Healthy
INV00004860,20260625,W000025,P000085,1459,342,979,3,819,250,Healthy
INV00004861,20260625,W000025,P000086,1284,335,357,5,1257,250,Healthy
INV00004862,20260625,W000025,P000087,960,200,428,5,727,250,Healthy
INV00004863,20260625,W000025,P000088,867,25,210,4,678,250,Healthy
INV00004864,20260625,W000025,P000093,1198,95,767,7,519,250,Healthy
INV00004865,20260625,W000025,P000094,1474,203,1137,5,535,250,Healthy
INV00004866,20260625,W000025,P000010,1260,68,599,6,723,250,Healthy
INV00004867,20260625,W000025,P000011,1474,161,1308,9,318,250,Medium Stock
INV00004868,20260625,W000025,P000012,988,3,366,4,621,250,Healthy
INV00004869,20260625,W000025,P000013,1225,47,752,5,515,250,Healthy
INV00004870,20260625,W000025,P000014,951,21,337,3,632,250,Healthy
INV00004871,20260625,W000025,P000015,1325,309,833,4,797,250,Healthy
INV00004872,20260625,W000025,P000016,1007,92,646,0,453,250,Medium Stock
INV00004873,20260625,W000025,P000017,809,161,563,5,402,250,Medium Stock
INV00004874,20260625,W000025,P000018,1429,190,668,0,951,250,Healthy
INV00004875,20260625,W000025,P000022,907,247,743,3,408,250,Medium Stock
INV00004876,20260625,W000025,P000023,1016,75,558,10,523,250,Healthy
INV00004877,20260625,W000025,P000024,1474,439,1416,4,493,250,Medium Stock
INV00004878,20260625,W000025,P000019,1343,200,1218,8,317,250,Medium Stock
INV00004879,20260625,W000025,P000020,1404,313,745,6,966,250,Healthy
INV00004880,20260625,W000025,P000021,840,116,751,4,201,250,Low Stock
INV00004881,20260625,W000025,P000028,1351,386,1281,0,456,250,Medium Stock
INV00004882,20260625,W000025,P000029,1091,170,270,6,985,250,Healthy
INV00004883,20260625,W000025,P000030,1403,321,472,7,1245,250,Healthy
INV00004884,20260625,W000025,P000025,1227,237,915,9,540,250,Healthy
INV00004885,20260625,W000025,P000026,1036,161,844,3,350,250,Medium Stock
INV00004886,20260625,W000025,P000027,1260,135,586,10,799,250,Healthy
INV00004887,20260625,W000025,P000034,839,209,443,10,595,250,Healthy
INV00004888,20260625,W000025,P000035,1393,130,708,4,811,250,Healthy
INV00004889,20260625,W000025,P000036,804,135,421,0,518,250,Healthy
INV00004890,20260625,W000025,P000031,1027,230,495,6,756,250,Healthy
INV00004891,20260625,W000025,P000032,802,110,230,1,681,250,Healthy
INV00004892,20260625,W000025,P000033,1080,274,829,6,519,250,Healthy
INV00004893,20260625,W000025,P000007,816,128,501,9,434,250,Medium Stock
INV00004894,20260625,W000025,P000008,1479,26,809,9,687,250,Healthy
INV00004895,20260625,W000025,P000009,1018,273,935,8,348,250,Medium Stock
INV00004896,20260625,W000025,P000001,1094,59,470,6,677,250,Healthy
INV00004897,20260625,W000025,P000002,1374,371,1021,2,722,250,Healthy
INV00004898,20260625,W000025,P000003,1358,335,543,0,1150,250,Healthy
INV00004899,20260625,W000025,P000004,1239,40,591,10,678,250,Healthy
INV00004900,20260625,W000025,P000005,1051,245,280,1,1015,250,Healthy
INV00004901,20260625,W000025,P000006,932,132,385,10,669,250,Healthy
INV00004902,20260625,W000025,P000109,1099,131,671,2,557,250,Healthy
INV00004903,20260625,W000025,P000108,1236,104,1014,2,324,250,Medium Stock
INV00004904,20260625,W000025,P000107,1170,49,538,4,677,250,Healthy
INV00004905,20260625,W000025,P000110,1355,354,481,1,1227,250,Healthy
INV00004906,20260625,W000025,P000105,959,62,207,3,811,250,Healthy
INV00004907,20260625,W000025,P000104,867,138,384,1,620,250,Healthy
INV00004908,20260625,W000025,P000103,1262,172,410,8,1016,250,Healthy
INV00004909,20260625,W000025,P000106,1347,238,840,1,744,250,Healthy
INV00004910,20260625,W000025,P000097,1292,342,955,4,675,250,Healthy
INV00004911,20260625,W000025,P000096,885,182,307,5,755,250,Healthy
INV00004912,20260625,W000025,P000095,980,198,428,8,742,250,Healthy
INV00004913,20260625,W000025,P000098,1056,9,848,1,216,250,Low Stock
INV00004914,20260625,W000025,P000101,864,83,338,5,604,250,Healthy
INV00004915,20260625,W000025,P000100,964,267,952,8,271,250,Medium Stock
INV00004916,20260625,W000025,P000099,998,245,894,5,344,250,Medium Stock
INV00004917,20260625,W000025,P000102,830,87,581,6,330,250,Medium Stock
INV00004918,20260625,W000025,P000117,906,262,645,3,520,250,Healthy
INV00004919,20260625,W000025,P000116,971,97,848,10,210,250,Low Stock
INV00004920,20260625,W000025,P000115,1295,300,1084,1,510,250,Healthy
INV00004921,20260625,W000025,P000118,1032,253,827,7,451,250,Medium Stock
INV00004922,20260625,W000025,P000113,1196,164,929,5,426,250,Medium Stock
INV00004923,20260625,W000025,P000112,1003,21,241,7,776,250,Healthy
INV00004924,20260625,W000025,P000111,992,1,782,5,206,250,Low Stock
INV00004925,20260625,W000025,P000114,817,170,578,10,399,250,Medium Stock
INV00004926,20260625,W000025,P000158,1146,212,1038,0,320,250,Medium Stock
INV00004927,20260625,W000025,P000155,1122,237,358,2,999,250,Healthy
INV00004928,20260625,W000025,P000156,898,266,806,1,357,250,Medium Stock
INV00004929,20260625,W000025,P000157,1407,69,779,7,690,250,Healthy
INV00004930,20260625,W000025,P000154,1366,282,1072,5,571,250,Healthy
INV00004931,20260625,W000025,P000151,922,16,511,3,424,250,Medium Stock
INV00004932,20260625,W000025,P000152,1119,274,713,4,676,250,Healthy
INV00004933,20260625,W000025,P000153,839,219,320,0,738,250,Healthy
INV00004934,20260625,W000025,P000174,1107,70,499,6,672,250,Healthy
INV00004935,20260625,W000025,P000171,956,143,567,6,526,250,Healthy
INV00004936,20260625,W000025,P000172,876,186,288,7,767,250,Healthy
INV00004937,20260625,W000025,P000173,1115,153,669,0,599,250,Healthy
INV00004938,20260625,W000025,P000170,826,72,514,2,382,250,Medium Stock
INV00004939,20260625,W000025,P000167,895,70,730,9,226,250,Low Stock
INV00004940,20260625,W000025,P000168,1413,51,663,1,800,250,Healthy
INV00004941,20260625,W000025,P000169,897,135,547,5,480,250,Medium Stock
INV00004942,20260625,W000025,P000146,926,93,793,3,223,250,Low Stock
INV00004943,20260625,W000025,P000143,1396,409,522,3,1280,250,Healthy
INV00004944,20260625,W000025,P000144,850,141,516,8,467,250,Medium Stock
INV00004945,20260625,W000025,P000145,1354,40,1109,8,277,250,Medium Stock
INV00004946,20260625,W000025,P000150,1391,353,956,8,780,250,Healthy
INV00004947,20260625,W000025,P000147,1473,152,427,6,1192,250,Healthy
INV00004948,20260625,W000025,P000148,841,79,614,1,305,250,Medium Stock
INV00004949,20260625,W000025,P000149,1473,170,603,0,1040,250,Healthy
INV00004950,20260625,W000025,P000166,940,35,291,9,675,250,Healthy
INV00004951,20260625,W000025,P000163,804,27,622,7,202,250,Low Stock
INV00004952,20260625,W000025,P000164,843,120,561,6,396,250,Medium Stock
INV00004953,20260625,W000025,P000165,1354,54,551,2,855,250,Healthy
INV00004954,20260625,W000025,P000162,1405,287,1254,3,435,250,Medium Stock
INV00004955,20260625,W000025,P000159,883,171,382,2,670,250,Healthy
INV00004956,20260625,W000025,P000160,1464,291,563,10,1182,250,Healthy
INV00004957,20260625,W000025,P000161,817,120,410,2,525,250,Healthy
INV00004958,20260625,W000025,P000121,973,260,490,6,737,250,Healthy
INV00004959,20260625,W000025,P000120,805,174,730,4,245,250,Low Stock
INV00004960,20260625,W000025,P000119,1390,406,743,7,1046,250,Healthy
INV00004961,20260625,W000025,P000122,1360,121,356,6,1119,250,Healthy
INV00004962,20260625,W000025,P000125,1016,198,439,8,767,250,Healthy
INV00004963,20260625,W000025,P000124,1099,176,394,6,875,250,Healthy
INV00004964,20260625,W000025,P000123,1404,210,1254,9,351,250,Medium Stock
INV00004965,20260625,W000025,P000126,1094,137,501,9,721,250,Healthy
INV00004966,20260625,W000025,P000137,927,215,489,10,643,250,Healthy
INV00004967,20260625,W000025,P000136,1419,254,335,1,1337,250,Healthy
INV00004968,20260625,W000025,P000135,1215,302,498,4,1015,250,Healthy
INV00004969,20260625,W000025,P000138,931,94,799,1,225,250,Low Stock
INV00004970,20260625,W000025,P000141,1487,127,457,0,1157,250,Healthy
INV00004971,20260625,W000025,P000140,1036,127,279,1,883,250,Healthy
INV00004972,20260625,W000025,P000139,1500,202,476,3,1223,250,Healthy
INV00004973,20260625,W000025,P000142,1083,57,816,0,324,250,Medium Stock
INV00004974,20260625,W000025,P000133,1467,107,1048,1,525,250,Healthy
INV00004975,20260625,W000025,P000132,814,105,292,5,622,250,Healthy
INV00004976,20260625,W000025,P000131,1011,228,394,2,843,250,Healthy
INV00004977,20260625,W000025,P000134,1463,402,625,5,1235,250,Healthy
INV00004978,20260625,W000025,P000129,1132,210,655,10,677,250,Healthy
INV00004979,20260625,W000025,P000128,1331,348,616,7,1056,250,Healthy
INV00004980,20260625,W000025,P000127,1479,103,1194,10,378,250,Medium Stock
INV00004981,20260625,W000025,P000130,949,105,608,5,441,250,Medium Stock
INV00004982,20260625,W000025,P000181,992,124,724,7,385,250,Medium Stock
INV00004983,20260625,W000025,P000182,1080,223,310,4,989,250,Healthy
INV00004984,20260625,W000025,P000183,803,110,656,2,255,250,Medium Stock
INV00004985,20260625,W000025,P000184,862,30,647,8,237,250,Low Stock
INV00004986,20260625,W000025,P000185,1096,104,663,1,536,250,Healthy
INV00004987,20260625,W000025,P000186,1094,72,523,4,639,250,Healthy
INV00004988,20260625,W000025,P000178,981,218,253,7,939,250,Healthy
INV00004989,20260625,W000025,P000179,1342,33,875,7,493,250,Medium Stock
INV00004990,20260625,W000025,P000180,1156,155,921,3,387,250,Medium Stock
INV00004991,20260625,W000025,P000175,1260,102,976,4,382,250,Medium Stock
INV00004992,20260625,W000025,P000176,1288,199,573,2,912,250,Healthy
INV00004993,20260625,W000025,P000177,1291,112,728,2,673,250,Healthy
INV00004994,20260625,W000025,P000187,817,199,443,10,563,250,Healthy
INV00004995,20260625,W000025,P000189,1297,196,522,8,963,250,Healthy
INV00004996,20260625,W000025,P000188,1321,328,1285,2,362,250,Medium Stock
INV00004997,20260625,W000025,P000195,912,137,588,8,453,250,Medium Stock
INV00004998,20260625,W000025,P000194,1060,50,500,10,600,250,Healthy
INV00004999,20260625,W000025,P000193,1328,158,1061,6,419,250,Medium Stock
INV00005000,20260625,W000025,P000192,820,16,457,1,378,250,Medium Stock
INV00005001,20260625,W000025,P000191,1047,144,496,3,692,250,Healthy
INV00005002,20260625,W000025,P000190,1484,284,727,10,1031,250,Healthy
INV00005003,20260625,W000026,P000070,1308,270,318,2,1258,250,Healthy
INV00005004,20260625,W000026,P000071,820,83,609,9,285,250,Medium Stock
INV00005005,20260625,W000026,P000072,1149,0,721,3,425,250,Medium Stock
INV00005006,20260625,W000026,P000067,991,55,522,6,518,250,Healthy
INV00005007,20260625,W000026,P000068,1057,139,839,3,354,250,Medium Stock
INV00005008,20260625,W000026,P000069,1443,205,1014,9,625,250,Healthy
INV00005009,20260625,W000026,P000079,1378,288,698,1,967,250,Healthy
INV00005010,20260625,W000026,P000080,1189,241,925,3,502,250,Healthy
INV00005011,20260625,W000026,P000081,1050,166,289,5,922,250,Healthy
INV00005012,20260625,W000026,P000082,1165,241,1058,3,345,250,Medium Stock
INV00005013,20260625,W000026,P000083,1345,170,807,3,705,250,Healthy
INV00005014,20260625,W000026,P000084,1241,287,321,1,1206,250,Healthy
INV00005015,20260625,W000026,P000076,905,70,431,6,538,250,Healthy
INV00005016,20260625,W000026,P000077,844,52,657,6,233,250,Low Stock
INV00005017,20260625,W000026,P000078,1347,378,493,1,1231,250,Healthy
INV00005018,20260625,W000026,P000073,1497,280,1258,2,517,250,Healthy
INV00005019,20260625,W000026,P000074,1026,109,450,5,680,250,Healthy
INV00005020,20260625,W000026,P000075,899,18,445,0,472,250,Medium Stock
INV00005021,20260625,W000026,P000063,1401,209,445,4,1161,250,Healthy
INV00005022,20260625,W000026,P000062,1458,301,1272,3,484,250,Medium Stock
INV00005023,20260625,W000026,P000061,895,174,455,9,605,250,Healthy
INV00005024,20260625,W000026,P000066,921,47,449,9,510,250,Healthy
INV00005025,20260625,W000026,P000065,1349,382,839,0,892,250,Healthy
INV00005026,20260625,W000026,P000064,1287,352,610,8,1021,250,Healthy
INV00005027,20260625,W000026,P000060,971,3,695,3,276,250,Medium Stock
INV00005028,20260625,W000026,P000059,1221,169,380,1,1009,250,Healthy
INV00005029,20260625,W000026,P000058,1315,298,556,9,1048,250,Healthy
INV00005030,20260625,W000026,P000057,1084,0,653,5,426,250,Medium Stock
INV00005031,20260625,W000026,P000056,1165,231,848,2,546,250,Healthy
INV00005032,20260625,W000026,P000055,827,189,302,10,704,250,Healthy
INV00005033,20260625,W000026,P000039,1385,10,962,4,429,250,Medium Stock
INV00005034,20260625,W000026,P000038,997,88,377,3,705,250,Healthy
INV00005035,20260625,W000026,P000037,846,187,389,3,641,250,Healthy
INV00005036,20260625,W000026,P000042,1014,101,358,4,753,250,Healthy
INV00005037,20260625,W000026,P000041,1271,31,937,7,358,250,Medium Stock
INV00005038,20260625,W000026,P000040,1031,68,251,1,847,250,Healthy
INV00005039,20260625,W000026,P000045,1009,187,881,4,311,250,Medium Stock
INV00005040,20260625,W000026,P000044,1242,78,968,1,351,250,Medium Stock
INV00005041,20260625,W000026,P000043,962,242,627,0,577,250,Healthy
INV00005042,20260625,W000026,P000048,975,191,268,8,890,250,Healthy
INV00005043,20260625,W000026,P000047,979,215,349,1,844,250,Healthy
INV00005044,20260625,W000026,P000046,961,108,287,2,780,250,Healthy
INV00005045,20260625,W000026,P000051,1225,55,701,3,576,250,Healthy
INV00005046,20260625,W000026,P000050,970,136,753,8,345,250,Medium Stock
INV00005047,20260625,W000026,P000049,1493,271,1027,7,730,250,Healthy
INV00005048,20260625,W000026,P000054,961,272,922,9,302,250,Medium Stock
INV00005049,20260625,W000026,P000053,1020,229,684,2,563,250,Healthy
INV00005050,20260625,W000026,P000052,1425,406,1277,4,550,250,Healthy
INV00005051,20260625,W000026,P000089,1123,133,871,3,382,250,Medium Stock
INV00005052,20260625,W000026,P000090,820,50,589,4,277,250,Medium Stock
INV00005053,20260625,W000026,P000091,1184,274,767,1,690,250,Healthy
INV00005054,20260625,W000026,P000092,1395,59,1105,2,347,250,Medium Stock
INV00005055,20260625,W000026,P000085,855,117,740,1,231,250,Low Stock
INV00005056,20260625,W000026,P000086,1373,245,727,10,881,250,Healthy
INV00005057,20260625,W000026,P000087,1394,364,627,0,1131,250,Healthy
INV00005058,20260625,W000026,P000088,1330,92,835,3,584,250,Healthy
INV00005059,20260625,W000026,P000093,929,123,261,8,783,250,Healthy
INV00005060,20260625,W000026,P000094,1421,278,1244,1,454,250,Medium Stock
INV00005061,20260625,W000026,P000010,1047,275,829,1,492,250,Medium Stock
INV00005062,20260625,W000026,P000011,1147,268,833,1,581,250,Healthy
INV00005063,20260625,W000026,P000012,1065,133,579,8,611,250,Healthy
INV00005064,20260625,W000026,P000013,939,91,251,6,773,250,Healthy
INV00005065,20260625,W000026,P000014,1302,105,424,3,980,250,Healthy
INV00005066,20260625,W000026,P000015,1451,45,829,2,665,250,Healthy
INV00005067,20260625,W000026,P000016,1439,226,406,6,1253,250,Healthy
INV00005068,20260625,W000026,P000017,1449,279,509,5,1214,250,Healthy
INV00005069,20260625,W000026,P000018,1271,84,968,4,383,250,Medium Stock
INV00005070,20260625,W000026,P000022,1145,15,265,0,895,250,Healthy
INV00005071,20260625,W000026,P000023,827,198,229,0,796,250,Healthy
INV00005072,20260625,W000026,P000024,885,165,378,10,662,250,Healthy
INV00005073,20260625,W000026,P000019,1399,41,372,3,1065,250,Healthy
INV00005074,20260625,W000026,P000020,1292,50,717,8,617,250,Healthy
INV00005075,20260625,W000026,P000021,1463,190,388,10,1255,250,Healthy
INV00005076,20260625,W000026,P000028,1419,13,1022,2,408,250,Medium Stock
INV00005077,20260625,W000026,P000029,1161,160,652,10,659,250,Healthy
INV00005078,20260625,W000026,P000030,917,258,896,4,275,250,Medium Stock
INV00005079,20260625,W000026,P000025,1099,133,409,1,822,250,Healthy
INV00005080,20260625,W000026,P000026,1358,75,900,10,523,250,Healthy
INV00005081,20260625,W000026,P000027,1390,276,821,4,841,250,Healthy
INV00005082,20260625,W000026,P000034,1302,267,1245,1,323,250,Medium Stock
INV00005083,20260625,W000026,P000035,954,89,503,8,532,250,Healthy
INV00005084,20260625,W000026,P000036,1436,403,453,5,1381,250,Healthy
INV00005085,20260625,W000026,P000031,1188,240,326,8,1094,250,Healthy
INV00005086,20260625,W000026,P000032,1245,239,322,0,1162,250,Healthy
INV00005087,20260625,W000026,P000033,1413,25,289,10,1139,250,Healthy
INV00005088,20260625,W000026,P000007,1067,125,624,5,563,250,Healthy
INV00005089,20260625,W000026,P000008,1451,174,415,5,1205,250,Healthy
INV00005090,20260625,W000026,P000009,1328,140,835,2,631,250,Healthy
INV00005091,20260625,W000026,P000001,1214,193,857,1,549,250,Healthy
INV00005092,20260625,W000026,P000002,1041,211,402,4,846,250,Healthy
INV00005093,20260625,W000026,P000003,1323,116,616,5,818,250,Healthy
INV00005094,20260625,W000026,P000004,1477,25,674,4,824,250,Healthy
INV00005095,20260625,W000026,P000005,974,192,275,8,883,250,Healthy
INV00005096,20260625,W000026,P000006,840,160,681,0,319,250,Medium Stock
INV00005097,20260625,W000026,P000109,1216,106,510,6,806,250,Healthy
INV00005098,20260625,W000026,P000108,1416,314,1288,9,433,250,Medium Stock
INV00005099,20260625,W000026,P000107,1163,8,873,10,288,250,Medium Stock
INV00005100,20260625,W000026,P000110,1338,94,414,1,1017,250,Healthy
INV00005101,20260625,W000026,P000105,862,137,247,1,751,250,Healthy
INV00005102,20260625,W000026,P000104,1201,129,807,1,522,250,Healthy
INV00005103,20260625,W000026,P000103,1369,270,1083,0,556,250,Healthy
INV00005104,20260625,W000026,P000106,1067,320,1027,4,356,250,Medium Stock
INV00005105,20260625,W000026,P000097,1459,90,869,7,673,250,Healthy
INV00005106,20260625,W000026,P000096,1310,127,815,3,619,250,Healthy
INV00005107,20260625,W000026,P000095,1187,96,797,10,476,250,Medium Stock
INV00005108,20260625,W000026,P000098,865,204,487,3,579,250,Healthy
INV00005109,20260625,W000026,P000101,958,33,342,6,643,250,Healthy
INV00005110,20260625,W000026,P000100,1433,347,960,2,818,250,Healthy
INV00005111,20260625,W000026,P000099,1334,292,985,10,631,250,Healthy
INV00005112,20260625,W000026,P000102,1482,374,1000,6,850,250,Healthy
INV00005113,20260625,W000026,P000117,1104,81,258,3,924,250,Healthy
INV00005114,20260625,W000026,P000116,1229,367,452,5,1139,250,Healthy
INV00005115,20260625,W000026,P000115,1341,220,531,1,1029,250,Healthy
INV00005116,20260625,W000026,P000118,1117,128,333,7,905,250,Healthy
INV00005117,20260625,W000026,P000113,841,210,609,4,438,250,Medium Stock
INV00005118,20260625,W000026,P000112,1446,199,489,5,1151,250,Healthy
INV00005119,20260625,W000026,P000111,1182,148,309,2,1019,250,Healthy
INV00005120,20260625,W000026,P000114,1212,117,1003,10,316,250,Medium Stock
INV00005121,20260625,W000026,P000158,1177,174,826,10,515,250,Healthy
INV00005122,20260625,W000026,P000155,991,150,424,0,717,250,Healthy
INV00005123,20260625,W000026,P000156,1484,43,786,6,735,250,Healthy
INV00005124,20260625,W000026,P000157,1115,210,551,4,770,250,Healthy
INV00005125,20260625,W000026,P000154,1325,294,1157,8,454,250,Medium Stock
INV00005126,20260625,W000026,P000151,1317,11,1055,3,270,250,Medium Stock
INV00005127,20260625,W000026,P000152,911,188,466,8,625,250,Healthy
INV00005128,20260625,W000026,P000153,1312,265,497,4,1076,250,Healthy
INV00005129,20260625,W000026,P000174,1139,68,717,9,481,250,Medium Stock
INV00005130,20260625,W000026,P000171,863,174,245,4,788,250,Healthy
INV00005131,20260625,W000026,P000172,1454,29,1169,4,310,250,Medium Stock
INV00005132,20260625,W000026,P000173,1044,104,450,3,695,250,Healthy
INV00005133,20260625,W000026,P000170,1163,99,790,4,468,250,Medium Stock
INV00005134,20260625,W000026,P000167,1401,161,1216,1,345,250,Medium Stock
INV00005135,20260625,W000026,P000168,1204,113,407,1,909,250,Healthy
INV00005136,20260625,W000026,P000169,892,48,653,8,279,250,Medium Stock
INV00005137,20260625,W000026,P000146,1277,369,1228,1,417,250,Medium Stock
INV00005138,20260625,W000026,P000143,1357,24,897,3,481,250,Medium Stock
INV00005139,20260625,W000026,P000144,1046,303,362,10,977,250,Healthy
INV00005140,20260625,W000026,P000145,1495,101,823,3,770,250,Healthy
INV00005141,20260625,W000026,P000150,937,207,887,5,252,250,Medium Stock
INV00005142,20260625,W000026,P000147,1031,20,626,0,425,250,Medium Stock
INV00005143,20260625,W000026,P000148,878,42,701,7,212,250,Low Stock
INV00005144,20260625,W000026,P000149,1135,199,363,7,964,250,Healthy
INV00005145,20260625,W000026,P000166,1312,208,1101,8,411,250,Medium Stock
INV00005146,20260625,W000026,P000163,1337,4,278,2,1061,250,Healthy
INV00005147,20260625,W000026,P000164,1013,13,235,9,782,250,Healthy
INV00005148,20260625,W000026,P000165,909,171,640,1,439,250,Medium Stock
INV00005149,20260625,W000026,P000162,1362,65,896,8,523,250,Healthy
INV00005150,20260625,W000026,P000159,813,62,561,5,309,250,Medium Stock
INV00005151,20260625,W000026,P000160,1283,326,1040,7,562,250,Healthy
INV00005152,20260625,W000026,P000161,1070,145,853,1,361,250,Medium Stock
INV00005153,20260625,W000026,P000121,1225,1,880,10,336,250,Medium Stock
INV00005154,20260625,W000026,P000120,1018,200,619,9,590,250,Healthy
INV00005155,20260625,W000026,P000119,1154,68,303,1,918,250,Healthy
INV00005156,20260625,W000026,P000122,1118,309,357,1,1069,250,Healthy
INV00005157,20260625,W000026,P000125,1338,327,1123,9,533,250,Healthy
INV00005158,20260625,W000026,P000124,1093,55,781,4,363,250,Medium Stock
INV00005159,20260625,W000026,P000123,1031,118,635,8,506,250,Healthy
INV00005160,20260625,W000026,P000126,1288,175,1150,0,313,250,Medium Stock
INV00005161,20260625,W000026,P000137,1400,71,1068,6,397,250,Medium Stock
INV00005162,20260625,W000026,P000136,999,87,378,3,705,250,Healthy
INV00005163,20260625,W000026,P000135,1421,308,1380,2,347,250,Medium Stock
INV00005164,20260625,W000026,P000138,875,122,661,4,332,250,Medium Stock
INV00005165,20260625,W000026,P000141,1143,172,691,1,623,250,Healthy
INV00005166,20260625,W000026,P000140,894,130,241,4,779,250,Healthy
INV00005167,20260625,W000026,P000139,933,266,787,6,406,250,Medium Stock
INV00005168,20260625,W000026,P000142,843,212,586,10,459,250,Medium Stock
INV00005169,20260625,W000026,P000133,821,199,549,3,468,250,Medium Stock
INV00005170,20260625,W000026,P000132,1304,202,739,6,761,250,Healthy
INV00005171,20260625,W000026,P000131,847,132,293,1,685,250,Healthy
INV00005172,20260625,W000026,P000134,931,218,247,0,902,250,Healthy
INV00005173,20260625,W000026,P000129,997,28,737,3,285,250,Medium Stock
INV00005174,20260625,W000026,P000128,1169,199,680,9,679,250,Healthy
INV00005175,20260625,W000026,P000127,890,13,575,2,326,250,Medium Stock
INV00005176,20260625,W000026,P000130,1266,37,588,3,712,250,Healthy
